,name,label
0,./data/images/000113.jpg ,1
1,./data/images/000161.jpg ,1
2,./data/images/0001e96803--6228928cb608822f9f53589e__Xiaomi redmi note 9 pro.jpg ,1
3,./data/images/0001e96803--62294efac72a824e5bb369f3__Xiaomi note 10s.jpg ,1
4,./data/images/0001e96803--6239556022820f461eb8b5f4__Pixel5.jpg ,1
5,./data/images/0001e96803--623955e76e1ee5175569a12b__HONOR 10I .jpg ,1
6,./data/images/0001e96803--6239b2990123a46de8bb6937__Nokia c4.jpg ,1
7,./data/images/0001e96803--6239bb2420237d576aade0ea__Moto G30.jpg ,1
8,./data/images/0001e96803--6239cf6720237d576aafbe45__Samsung Galaxy a22.jpg ,1
9,./data/images/0001e96803--6241ebc19d40b5027ec2fee9__Centric CM3331.jpg ,1
10,./data/images/0001e96803--62429fb3bef0e00d5abc3f22__Galaxy F12.jpg ,1
11,./data/images/0001e96803--624508e961974a65884d9fd3__Redmi note 9.jpg ,1
12,./data/images/0001e96803--62457bc94ff454214e8af551__Infinix note 11.jpg ,1
13,./data/images/0001e96803--624d117b945cc50d051697b9__Samsung A50.jpg ,1
14,./data/images/0001e96803--624dc025d0804965c55689cd__Lg v30.jpg ,1
15,./data/images/0001e96803--625473b64949293a58c89e41__Oppo a5s.jpg ,1
16,./data/images/0001e96803--62663cf6d21d14509973bcb4__Poco x3.jpg ,1
17,./data/images/000216.jpg ,1
18,./data/images/000433.jpg ,1
19,./data/images/000452.jpg ,1
20,./data/images/000526.jpg ,1
21,./data/images/000545.jpg ,1
22,./data/images/0005_00_00_01_0.jpg ,1
23,./data/images/0005_00_00_01_106.jpg ,1
24,./data/images/0005_00_00_01_12.jpg ,1
25,./data/images/0005_00_00_01_13.jpg ,1
26,./data/images/0005_00_00_01_136.jpg ,1
27,./data/images/0005_00_00_01_152.jpg ,1
28,./data/images/0005_00_00_01_16.jpg ,1
29,./data/images/0005_00_00_01_17.jpg ,1
30,./data/images/0005_00_00_01_182.jpg ,1
31,./data/images/0005_00_00_01_188.jpg ,1
32,./data/images/0005_00_00_01_195.jpg ,1
33,./data/images/0005_00_00_01_201.jpg ,1
34,./data/images/0005_00_00_01_206.jpg ,1
35,./data/images/0005_00_00_01_22.jpg ,1
36,./data/images/0005_00_00_01_240.jpg ,1
37,./data/images/0005_00_00_01_255.jpg ,1
38,./data/images/0005_00_00_01_262.jpg ,1
39,./data/images/0005_00_00_01_287.jpg ,1
40,./data/images/0005_00_00_01_299.jpg ,1
41,./data/images/0005_00_00_01_302.jpg ,1
42,./data/images/0005_00_00_01_309.jpg ,1
43,./data/images/0005_00_00_01_313.jpg ,1
44,./data/images/0005_00_00_01_318.jpg ,1
45,./data/images/0005_00_00_01_325.jpg ,1
46,./data/images/0005_00_00_01_332.jpg ,1
47,./data/images/0005_00_00_01_336.jpg ,1
48,./data/images/0005_00_00_01_342.jpg ,1
49,./data/images/0005_00_00_01_348.jpg ,1
50,./data/images/0005_00_00_01_354.jpg ,1
51,./data/images/0005_00_00_01_36.jpg ,1
52,./data/images/0005_00_00_01_364.jpg ,1
53,./data/images/0005_00_00_01_370.jpg ,1
54,./data/images/0005_00_00_01_374.jpg ,1
55,./data/images/0005_00_00_01_378.jpg ,1
56,./data/images/0005_00_00_01_381.jpg ,1
57,./data/images/0005_00_00_01_385.jpg ,1
58,./data/images/0005_00_00_01_391.jpg ,1
59,./data/images/0005_00_00_01_396.jpg ,1
60,./data/images/0005_00_00_01_401.jpg ,1
61,./data/images/0005_00_00_01_412.jpg ,1
62,./data/images/0005_00_00_01_418.jpg ,1
63,./data/images/0005_00_00_01_425.jpg ,1
64,./data/images/0005_00_00_01_439.jpg ,1
65,./data/images/0005_00_00_01_442.jpg ,1
66,./data/images/0005_00_00_01_446.jpg ,1
67,./data/images/0005_00_00_01_450.jpg ,1
68,./data/images/0005_00_00_01_454.jpg ,1
69,./data/images/0005_00_00_01_458.jpg ,1
70,./data/images/0005_00_00_01_461.jpg ,1
71,./data/images/0005_00_00_01_465.jpg ,1
72,./data/images/0005_00_00_01_47.jpg ,1
73,./data/images/0005_00_00_01_473.jpg ,1
74,./data/images/0005_00_00_01_477.jpg ,1
75,./data/images/0005_00_00_01_480.jpg ,1
76,./data/images/0005_00_00_01_484.jpg ,1
77,./data/images/0005_00_00_01_488.jpg ,1
78,./data/images/0005_00_00_01_491.jpg ,1
79,./data/images/0005_00_00_01_498.jpg ,1
80,./data/images/0005_00_00_01_51.jpg ,1
81,./data/images/0005_00_00_01_55.jpg ,1
82,./data/images/0005_00_00_01_59.jpg ,1
83,./data/images/0005_00_00_01_62.jpg ,1
84,./data/images/0005_00_00_01_66.jpg ,1
85,./data/images/0005_00_00_01_7.jpg ,1
86,./data/images/0005_00_00_01_73.jpg ,1
87,./data/images/0005_00_00_01_78.jpg ,1
88,./data/images/0005_00_00_01_88.jpg ,1
89,./data/images/0005_00_00_01_91.jpg ,1
90,./data/images/0005_00_00_01_95.jpg ,1
91,./data/images/0005_00_00_02_0.jpg ,1
92,./data/images/0005_00_00_02_101.jpg ,1
93,./data/images/0005_00_00_02_105.jpg ,1
94,./data/images/0005_00_00_02_109.jpg ,1
95,./data/images/0005_00_00_02_112.jpg ,1
96,./data/images/0005_00_00_02_116.jpg ,1
97,./data/images/0005_00_00_02_12.jpg ,1
98,./data/images/0005_00_00_02_123.jpg ,1
99,./data/images/0005_00_00_02_129.jpg ,1
100,./data/images/0005_00_00_02_133.jpg ,1
101,./data/images/0005_00_00_02_137.jpg ,1
102,./data/images/0005_00_00_02_140.jpg ,1
103,./data/images/0005_00_00_02_144.jpg ,1
104,./data/images/0005_00_00_02_148.jpg ,1
105,./data/images/0005_00_00_02_151.jpg ,1
106,./data/images/0005_00_00_02_155.jpg ,1
107,./data/images/0005_00_00_02_16.jpg ,1
108,./data/images/0005_00_00_02_163.jpg ,1
109,./data/images/0005_00_00_02_167.jpg ,1
110,./data/images/0005_00_00_02_170.jpg ,1
111,./data/images/0005_00_00_02_174.jpg ,1
112,./data/images/0005_00_00_02_178.jpg ,1
113,./data/images/0005_00_00_02_182.jpg ,1
114,./data/images/0005_00_00_02_186.jpg ,1
115,./data/images/0005_00_00_02_19.jpg ,1
116,./data/images/0005_00_00_02_193.jpg ,1
117,./data/images/0005_00_00_02_197.jpg ,1
118,./data/images/0005_00_00_02_20.jpg ,1
119,./data/images/0005_00_00_02_203.jpg ,1
120,./data/images/0005_00_00_02_207.jpg ,1
121,./data/images/0005_00_00_02_210.jpg ,1
122,./data/images/0005_00_00_02_214.jpg ,1
123,./data/images/0005_00_00_02_218.jpg ,1
124,./data/images/0005_00_00_02_222.jpg ,1
125,./data/images/0005_00_00_02_226.jpg ,1
126,./data/images/0005_00_00_02_23.jpg ,1
127,./data/images/0005_00_00_02_233.jpg ,1
128,./data/images/0005_00_00_02_237.jpg ,1
129,./data/images/0005_00_00_02_240.jpg ,1
130,./data/images/0005_00_00_02_244.jpg ,1
131,./data/images/0005_00_00_02_248.jpg ,1
132,./data/images/0005_00_00_02_251.jpg ,1
133,./data/images/0005_00_00_02_255.jpg ,1
134,./data/images/0005_00_00_02_26.jpg ,1
135,./data/images/0005_00_00_02_263.jpg ,1
136,./data/images/0005_00_00_02_267.jpg ,1
137,./data/images/0005_00_00_02_270.jpg ,1
138,./data/images/0005_00_00_02_274.jpg ,1
139,./data/images/0005_00_00_02_279.jpg ,1
140,./data/images/0005_00_00_02_282.jpg ,1
141,./data/images/0005_00_00_02_287.jpg ,1
142,./data/images/0005_00_00_02_290.jpg ,1
143,./data/images/0005_00_00_02_295.jpg ,1
144,./data/images/0005_00_00_02_299.jpg ,1
145,./data/images/0005_00_00_02_305.jpg ,1
146,./data/images/0005_00_00_02_31.jpg ,1
147,./data/images/0005_00_00_02_313.jpg ,1
148,./data/images/0005_00_00_02_317.jpg ,1
149,./data/images/0005_00_00_02_321.jpg ,1
150,./data/images/0005_00_00_02_325.jpg ,1
151,./data/images/0005_00_00_02_329.jpg ,1
152,./data/images/0005_00_00_02_332.jpg ,1
153,./data/images/0005_00_00_02_336.jpg ,1
154,./data/images/0005_00_00_02_34.jpg ,1
155,./data/images/0005_00_00_02_343.jpg ,1
156,./data/images/0005_00_00_02_347.jpg ,1
157,./data/images/0005_00_00_02_350.jpg ,1
158,./data/images/0005_00_00_02_355.jpg ,1
159,./data/images/0005_00_00_02_359.jpg ,1
160,./data/images/0005_00_00_02_362.jpg ,1
161,./data/images/0005_00_00_02_366.jpg ,1
162,./data/images/0005_00_00_02_37.jpg ,1
163,./data/images/0005_00_00_02_373.jpg ,1
164,./data/images/0005_00_00_02_377.jpg ,1
165,./data/images/0005_00_00_02_380.jpg ,1
166,./data/images/0005_00_00_02_384.jpg ,1
167,./data/images/0005_00_00_02_388.jpg ,1
168,./data/images/0005_00_00_02_391.jpg ,1
169,./data/images/0005_00_00_02_395.jpg ,1
170,./data/images/0005_00_00_02_399.jpg ,1
171,./data/images/0005_00_00_02_401.jpg ,1
172,./data/images/0005_00_00_02_405.jpg ,1
173,./data/images/0005_00_00_02_409.jpg ,1
174,./data/images/0005_00_00_02_412.jpg ,1
175,./data/images/0005_00_00_02_416.jpg ,1
176,./data/images/0005_00_00_02_42.jpg ,1
177,./data/images/0005_00_00_02_423.jpg ,1
178,./data/images/0005_00_00_02_427.jpg ,1
179,./data/images/0005_00_00_02_430.jpg ,1
180,./data/images/0005_00_00_02_434.jpg ,1
181,./data/images/0005_00_00_02_438.jpg ,1
182,./data/images/0005_00_00_02_441.jpg ,1
183,./data/images/0005_00_00_02_445.jpg ,1
184,./data/images/0005_00_00_02_449.jpg ,1
185,./data/images/0005_00_00_02_452.jpg ,1
186,./data/images/0005_00_00_02_456.jpg ,1
187,./data/images/0005_00_00_02_46.jpg ,1
188,./data/images/0005_00_00_02_463.jpg ,1
189,./data/images/0005_00_00_02_467.jpg ,1
190,./data/images/0005_00_00_02_470.jpg ,1
191,./data/images/0005_00_00_02_474.jpg ,1
192,./data/images/0005_00_00_02_478.jpg ,1
193,./data/images/0005_00_00_02_481.jpg ,1
194,./data/images/0005_00_00_02_485.jpg ,1
195,./data/images/0005_00_00_02_489.jpg ,1
196,./data/images/0005_00_00_02_492.jpg ,1
